Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
747,2.865,10.114,1.467,0.898,1.000,51.068,52.583,46.719,48.366,2.397,4.527,51.781,47.526,3.580,51.781,47.526,3.580,1.193,0.833,0.789,-71.912,-69.890,-37.927,1.433,1.511,1.055,51.529,47.312,3.462,0.308
748,1.130,6.273,1.045,0.585,1.000,8.039,9.686,49.025,49.684,2.397,4.261,8.885,49.346,3.460,8.885,49.346,3.460,1.085,0.833,0.389,2.321,-64.080,86.572,1.302,2.786,2.140,8.632,49.289,3.196,0.242
749,0.020,0.310,0.253,1.463,1.000,3.492,3.822,50.145,50.409,2.397,2.663,3.661,50.283,2.530,3.661,50.283,2.530,0.333,0.267,0.215,-104.806,-90.000,-10.095,1.246,1.552,1.245,3.690,50.211,2.397,0.110
750,0.102,1.079,0.451,0.933,1.000,64.840,65.565,50.277,50.607,2.397,2.930,65.225,50.466,2.684,65.225,50.466,2.684,0.464,0.441,0.249,-0.455,24.238,-84.481,1.052,1.862,1.769,65.103,50.409,2.397,0.110
751,0.087,1.925,1.382,0.119,1.000,50.804,54.494,50.475,50.607,2.397,2.663,52.623,50.557,2.530,52.623,50.557,2.530,2.142,0.333,0.178,0.080,-4.779E-28,90.000,6.430,12.058,1.875,52.188,50.475,2.397,0.088
752,1.628,6.841,1.261,0.936,1.000,4.217,5.799,51.266,52.583,2.397,3.728,5.021,51.907,2.941,5.021,51.907,2.941,0.868,0.773,0.701,-11.754,-12.928,127.659,1.123,1.239,1.103,4.876,51.661,2.930,0.242
753,0.020,0.349,0.258,1.027,1.000,62.599,62.797,51.793,52.122,2.397,2.930,62.706,51.965,2.734,62.706,51.965,2.734,0.419,0.243,0.195,48.844,84.685,115.150,1.728,2.155,1.247,62.665,51.925,2.663,0.110
754,0.120,1.363,0.575,0.646,1.000,64.444,65.235,51.990,52.518,2.397,3.462,64.829,52.240,3.055,64.829,52.240,3.055,0.650,0.338,0.291,26.586,-58.745,91.990,1.922,2.233,1.161,64.642,52.056,2.663,0.110
755,0.088,0.905,0.415,1.180,1.000,55.483,56.076,54.956,55.351,2.397,2.930,55.777,55.151,2.681,55.777,55.151,2.681,0.445,0.349,0.273,-62.303,89.198,45.947,1.274,1.631,1.281,55.746,55.022,2.397,0.110
757,1.828,7.431,1.311,0.921,1.000,0.461,2.240,57.723,59.041,2.397,3.728,1.306,58.364,3.086,1.306,58.364,3.086,0.955,0.789,0.684,-4.110,-7.617,100.526,1.210,1.396,1.153,0.923,58.184,2.930,0.242
758,1.136,5.297,1.102,0.981,1.000,9.818,11.268,57.987,59.041,2.397,3.462,10.575,58.520,2.963,10.575,58.520,2.963,0.825,0.740,0.557,7.133,4.522,118.896,1.115,1.480,1.328,10.279,58.119,2.663,0.176
760,1.473,8.853,2.076,0.354,1.000,59.041,61.413,54.429,56.142,3.995,5.859,60.270,55.098,5.048,60.270,55.098,5.048,1.188,0.954,0.585,-21.712,-27.849,84.143,1.245,2.032,1.631,59.964,54.956,5.060,0.242
761,0.927,5.273,1.121,0.663,1.000,20.493,22.338,58.184,59.041,2.397,3.462,21.414,58.680,2.913,21.414,58.680,2.913,0.998,0.689,0.440,1.987,-13.188,64.817,1.449,2.267,1.565,21.086,58.448,2.663,0.176
762,0.337,2.473,0.694,0.847,1.000,12.586,13.442,58.316,59.041,2.397,3.728,13.020,58.689,2.992,13.020,58.689,2.992,0.714,0.426,0.380,-43.467,79.844,-123.756,1.674,1.881,1.124,12.981,58.514,2.663,0.176
763,0.992,6.399,1.492,0.425,1.000,22.470,24.579,58.250,59.041,2.397,3.728,23.432,58.732,2.991,23.432,58.732,2.991,1.293,0.754,0.402,3.544,-4.420,78.529,1.714,3.219,1.878,23.063,58.712,2.930,0.198
764,0.793,4.903,1.095,0.604,1.000,24.776,26.753,58.316,59.041,2.397,3.462,25.717,58.725,2.901,25.717,58.725,2.901,1.130,0.612,0.400,2.097,8.183,-102.808,1.846,2.822,1.529,25.501,58.514,2.663,0.176
765,0.776,4.333,0.975,0.837,1.000,8.434,9.686,58.119,59.041,2.397,3.728,9.086,58.636,3.092,9.086,58.636,3.092,0.780,0.613,0.514,-10.212,-36.941,75.251,1.274,1.518,1.192,8.698,58.580,2.663,0.176
766,0.352,2.525,0.719,0.868,1.000,31.563,32.552,58.448,59.173,2.397,3.462,32.039,58.829,2.842,32.039,58.829,2.842,0.612,0.535,0.373,-6.608,72.743,-98.101,1.143,1.642,1.436,31.959,58.646,2.663,0.176
767,0.098,1.148,0.572,0.722,1.000,35.649,36.176,58.646,59.371,2.397,3.196,35.923,59.015,2.771,35.923,59.015,2.771,0.422,0.417,0.318,-104.183,17.163,-90.871,1.012,1.326,1.311,35.846,58.778,2.663,0.110
768,0.025,0.542,0.321,0.460,1.000,54.099,54.758,58.909,59.041,2.397,3.196,54.446,58.987,2.784,54.446,58.987,2.784,0.448,0.371,0.179,-1.527,-66.543,90.893,1.208,2.500,2.070,54.363,58.975,2.397,0.088
769,0.426,4.130,1.339,0.291,1.000,39.471,41.184,58.382,59.436,2.397,3.995,40.413,58.902,3.179,40.413,58.902,3.179,1.238,0.565,0.357,-18.278,-35.257,110.996,2.189,3.463,1.582,40.854,58.778,3.196,0.176
770,0.037,0.491,0.337,1.307,1.000,41.316,41.843,59.041,59.371,2.397,2.663,41.592,59.198,2.530,41.592,59.198,2.530,0.333,0.327,0.257,91.657,-90.000,-176.177,1.018,1.296,1.273,41.447,59.107,2.397,0.110
772,0.320,2.614,0.972,0.650,1.000,53.638,55.087,59.173,59.964,2.397,2.930,54.450,59.531,2.725,54.450,59.531,2.725,0.807,0.476,0.400,-3.576,2.661,-147.560,1.695,2.017,1.190,54.231,59.305,2.397,0.110
773,4.815,20.408,3.678,0.309,1.000,15.222,19.175,59.305,62.072,2.397,4.527,16.440,60.961,3.413,16.440,60.961,3.413,1.853,1.526,0.970,-1.187,17.379,-179.738,1.215,1.909,1.572,16.210,61.150,3.462,0.286
774,13.974,33.626,2.467,0.581,2.000,25.172,27.939,59.568,62.072,2.397,6.392,26.567,60.839,4.515,26.567,60.839,4.515,2.284,1.491,1.111,62.004,71.164,-39.836,1.532,2.056,1.342,26.028,61.018,4.261,0.505
776,10.724,26.257,2.558,0.719,1.000,32.090,35.715,59.964,62.138,2.397,4.794,33.811,61.089,3.588,33.811,61.089,3.588,2.051,1.273,1.103,2.595,3.565,-34.170,1.611,1.860,1.155,33.474,61.347,3.196,0.308
778,0.075,0.860,0.587,1.005,1.000,40.327,40.788,63.983,64.774,2.397,2.663,40.527,64.412,2.530,40.527,64.412,2.530,0.511,0.333,0.290,-101.756,-1.391E-25,90.000,1.533,1.759,1.147,40.459,64.049,2.397,0.110
780,0.017,0.289,0.244,1.404,1.000,35.253,35.583,64.774,65.037,2.397,2.663,35.405,64.934,2.530,35.405,64.934,2.530,0.333,0.259,0.211,-86.491,-90.000,11.211,1.286,1.575,1.225,35.319,64.906,2.397,0.110
781,0.043,0.565,0.312,1.146,1.000,58.382,58.778,0.264,0.593,2.663,3.196,58.577,0.437,2.883,58.577,0.437,2.883,0.435,0.272,0.234,-73.912,-88.284,-175.750,1.598,1.861,1.164,58.514,0.329,2.663,0.110
783,1.047,6.480,1.111,0.455,1.000,45.401,47.378,0.659,1.186,2.663,4.527,46.375,0.932,3.627,46.375,0.932,3.627,1.121,0.933,0.326,-3.340,-10.499,90.157,1.201,3.437,2.861,45.796,0.923,3.462,0.242
784,10.731,31.658,3.149,0.411,0.000,63.324,66.421,1.186,4.810,2.663,5.060,64.771,3.051,3.938,64.771,3.051,3.938,2.060,1.558,1.035,-74.059,-31.682,168.373,1.323,1.990,1.505,65.235,2.899,3.728,0.373
785,0.093,1.132,0.466,0.667,1.000,50.607,51.068,2.768,3.295,2.663,3.728,50.773,3.020,3.206,50.773,3.020,3.206,0.568,0.317,0.275,36.391,79.216,-6.526,1.794,2.070,1.154,50.673,2.899,2.930,0.110
786,0.398,2.759,0.709,0.852,1.000,34.858,35.715,2.899,3.624,2.663,3.995,35.305,3.254,3.379,35.305,3.254,3.379,0.743,0.463,0.384,4.542,-78.540,108.422,1.605,1.936,1.206,35.187,3.229,3.196,0.198
787,0.445,2.778,0.717,1.046,1.000,37.889,38.680,3.097,3.822,2.663,3.995,38.291,3.434,3.434,38.291,3.434,3.434,0.711,0.462,0.429,12.744,-83.142,87.957,1.538,1.656,1.077,38.153,3.229,3.196,0.176
788,5.648,17.824,2.386,0.637,1.000,50.475,53.111,2.833,4.744,2.663,5.060,51.842,3.682,3.778,51.842,3.682,3.778,1.404,1.271,0.889,-31.850,-28.586,127.343,1.105,1.579,1.429,51.529,3.163,3.728,0.308
789,2.381,9.340,1.529,0.787,1.000,45.665,47.180,3.492,5.140,2.663,4.527,46.365,4.318,3.518,46.365,4.318,3.518,1.024,0.951,0.699,-93.660,-64.395,113.600,1.076,1.464,1.360,46.258,4.020,3.462,0.308
790,7.393,24.144,2.689,0.439,1.000,46.917,50.409,2.965,5.140,2.663,5.326,48.602,3.993,3.704,48.602,3.993,3.704,2.025,1.169,1.045,-3.681,16.579,45.897,1.732,1.938,1.119,47.707,4.415,3.995,0.373
791,3.216,11.085,1.628,0.859,1.000,28.993,30.904,3.756,5.535,2.663,4.794,29.885,4.685,3.749,29.885,4.685,3.749,1.076,1.032,0.787,-165.995,23.664,-119.785,1.042,1.368,1.312,29.652,4.481,3.462,0.286
792,0.083,1.199,0.604,0.454,1.000,50.607,51.134,4.876,5.403,2.663,3.728,50.824,5.091,3.066,50.824,5.091,3.066,0.767,0.325,0.257,-87.032,-88.953,159.569,2.360,2.982,1.264,50.673,5.008,2.663,0.110
793,0.027,0.418,0.309,1.093,1.000,51.661,51.990,5.008,5.403,2.663,3.196,51.843,5.196,2.820,51.843,5.196,2.820,0.373,0.255,0.240,-57.107,-87.538,107.403,1.465,1.556,1.062,51.793,5.140,2.663,0.110
794,7.127,20.977,2.215,0.622,1.000,57.262,60.359,6.853,8.830,2.663,5.060,58.873,7.839,3.681,58.873,7.839,3.681,1.619,1.239,1.004,-10.063,-1.852,120.302,1.307,1.613,1.234,59.239,7.314,3.462,0.308
795,7.387,22.532,2.318,0.539,1.000,53.704,56.010,7.051,8.962,2.663,6.392,54.836,7.948,4.454,54.836,7.948,4.454,2.217,1.090,0.907,45.532,76.879,-35.286,2.033,2.445,1.203,54.890,7.710,4.261,0.439
796,7.301,20.381,2.125,0.712,1.000,60.161,63.588,10.214,11.993,2.663,5.060,61.947,11.155,3.641,61.947,11.155,3.641,1.880,1.287,0.822,0.244,-2.495,112.299,1.461,2.288,1.566,61.084,10.873,3.462,0.308
798,0.118,1.231,0.449,0.843,1.000,9.555,10.016,10.675,11.136,2.663,3.728,9.789,10.904,3.269,9.789,10.904,3.269,0.618,0.311,0.272,11.010,88.282,-108.603,1.986,2.271,1.143,9.686,10.873,3.196,0.176
799,4.333,13.834,1.803,0.802,1.000,18.780,21.350,12.322,14.035,2.663,4.261,20.113,13.209,3.428,20.113,13.209,3.428,1.420,0.978,0.849,-1.550,-9.268,130.209,1.452,1.671,1.151,19.307,12.981,3.196,0.242
800,5.096,16.112,1.996,0.702,1.000,54.033,56.669,13.311,15.353,2.663,4.794,55.375,14.187,3.551,55.375,14.187,3.551,1.443,1.068,0.918,-0.357,-8.800,-156.322,1.352,1.573,1.163,55.615,13.640,3.462,0.264
801,4.510,15.145,1.959,0.662,1.000,48.300,51.266,13.311,14.892,2.663,4.527,49.741,14.027,3.403,49.741,14.027,3.403,1.694,0.910,0.821,2.340,-4.232,42.377,1.862,2.063,1.108,49.025,13.640,3.196,0.242
802,4.113,13.478,1.785,0.781,1.000,51.332,53.835,13.311,15.024,2.663,4.527,52.664,14.077,3.520,52.664,14.077,3.520,1.378,0.973,0.845,-1.054,0.786,-122.151,1.416,1.631,1.152,52.979,13.970,3.462,0.308
803,3.291,14.208,2.535,0.427,1.000,56.735,59.700,13.574,15.419,2.663,4.261,58.268,14.428,3.408,58.268,14.428,3.408,1.770,0.878,0.710,13.832,-5.486,63.116,2.016,2.495,1.238,58.316,14.035,3.196,0.242
804,2.581,9.249,1.452,0.952,1.000,26.951,28.269,19.505,21.218,2.663,4.527,27.619,20.336,3.573,27.619,20.336,3.573,1.115,0.867,0.717,-74.926,-60.715,99.169,1.286,1.556,1.210,27.741,20.229,3.462,0.308
805,16.062,51.396,6.260,0.215,1.000,2.833,8.500,18.450,20.757,2.663,6.392,5.927,19.639,4.325,5.927,19.639,4.325,3.368,1.624,1.102,4.043,14.086,-64.155,2.074,3.055,1.473,5.799,19.175,4.261,0.373
806,4.450,13.334,1.797,0.945,1.000,28.400,30.443,19.571,21.481,2.663,4.527,29.426,20.512,3.483,29.426,20.512,3.483,1.229,1.126,0.870,-16.702,-20.436,141.993,1.091,1.412,1.294,29.916,20.559,3.462,0.286
808,8.477,23.158,2.462,0.654,1.000,31.761,35.715,19.768,21.811,2.663,4.527,33.739,20.689,3.437,33.739,20.689,3.437,2.253,1.213,0.839,1.067,0.483,-43.138,1.857,2.684,1.445,33.145,20.427,3.462,0.308
811,0.360,2.623,0.783,0.810,1.000,45.335,46.126,20.229,21.152,2.663,3.728,45.753,20.692,3.295,45.753,20.692,3.295,0.638,0.505,0.407,83.708,70.822,-56.591,1.263,1.567,1.241,45.731,20.427,3.196,0.176
812,0.019,0.289,0.253,1.599,1.000,41.843,42.106,21.811,22.140,2.663,2.930,41.975,21.976,2.796,41.975,21.976,2.796,0.333,0.245,0.222,89.111,90.000,90.889,1.360,1.502,1.105,41.909,21.943,2.663,0.110
813,0.062,0.754,0.385,1.028,1.000,31.827,32.354,23.788,24.183,2.663,3.196,32.071,23.962,2.890,32.071,23.962,2.890,0.442,0.318,0.252,6.021,79.545,-64.052,1.388,1.753,1.263,32.025,23.854,2.663,0.110
814,5.887,16.687,1.827,0.844,1.000,19.109,21.350,23.327,25.040,2.663,5.326,20.254,24.147,4.108,20.254,24.147,4.108,1.433,1.242,0.891,-14.007,69.826,-108.722,1.154,1.607,1.393,20.032,23.985,3.995,0.373
815,0.036,0.495,0.377,1.201,1.000,64.708,65.169,24.776,25.237,2.663,2.930,64.958,25.020,2.796,64.958,25.020,2.796,0.333,0.303,0.283,88.705,-90.000,146.152,1.100,1.176,1.069,64.906,24.908,2.663,0.110
816,1.138,5.632,1.052,0.820,1.000,55.944,57.130,25.172,26.160,2.663,4.527,56.573,25.695,3.557,56.573,25.695,3.557,1.018,0.648,0.517,55.673,74.322,-14.543,1.571,1.969,1.253,56.735,25.699,3.196,0.242
817,7.370,20.958,2.277,0.667,1.000,22.602,26.160,26.753,28.730,2.663,5.060,24.503,27.776,3.928,24.503,27.776,3.928,1.834,1.149,0.953,0.432,2.318,-60.161,1.597,1.925,1.205,25.501,27.478,3.728,0.308
818,1.999,9.711,1.644,0.494,1.000,33.804,35.451,27.412,29.191,2.663,4.794,34.551,28.491,3.770,34.551,28.491,3.770,1.418,0.756,0.674,74.853,-57.579,-83.605,1.875,2.104,1.122,34.463,28.334,3.462,0.264
819,7.350,19.741,2.076,0.794,1.000,60.359,62.797,28.005,29.982,2.663,5.326,61.578,29.056,3.797,61.578,29.056,3.797,1.412,1.317,1.071,4.512,8.625,-77.783,1.072,1.319,1.230,62.270,29.059,3.728,0.373
821,0.109,1.303,0.762,0.604,1.000,61.940,62.797,31.761,32.618,2.663,3.196,62.400,32.165,2.938,62.400,32.165,2.938,0.690,0.356,0.324,-51.855,-29.336,146.170,1.938,2.129,1.099,62.270,32.222,2.663,0.110
822,5.843,16.643,1.800,0.838,1.000,17.857,20.295,32.618,34.331,2.663,5.060,19.166,33.443,3.778,19.166,33.443,3.778,1.396,1.275,0.864,-14.922,-58.219,110.512,1.095,1.615,1.475,19.505,33.145,3.728,0.373
823,8.354,25.952,3.200,0.452,1.000,20.493,24.579,32.618,34.397,2.663,5.060,22.286,33.506,3.813,22.286,33.506,3.813,2.526,1.228,0.844,3.964,10.632,-76.123,2.056,2.992,1.455,21.679,33.342,3.728,0.373
825,7.402,24.534,3.174,0.420,1.000,42.633,46.917,33.145,34.792,2.663,5.593,45.045,33.984,3.873,45.045,33.984,3.873,2.590,1.280,0.773,-1.227,-17.722,99.861,2.024,3.351,1.656,45.533,33.738,3.995,0.373
826,0.160,1.554,0.590,0.767,1.000,34.265,34.990,33.804,34.463,2.663,3.462,34.626,34.175,2.953,34.626,34.175,2.953,0.557,0.396,0.333,-80.266,64.576,-165.338,1.408,1.674,1.188,34.660,33.870,2.663,0.110
828,8.298,22.226,2.066,0.709,1.000,54.033,56.933,33.408,35.187,2.663,6.125,55.400,34.348,4.137,55.400,34.348,4.137,1.869,1.360,0.921,16.464,79.062,-70.828,1.374,2.030,1.478,55.219,34.199,4.261,0.505
829,12.212,38.125,3.977,0.304,0.000,46.521,50.870,33.277,34.990,2.663,6.392,48.871,34.159,4.731,48.871,34.159,4.731,2.645,1.953,0.816,0.047,27.516,-89.137,1.354,3.239,2.392,49.618,34.331,4.261,0.483
830,6.158,17.110,1.903,0.856,1.000,19.571,22.206,35.715,37.296,2.663,4.794,20.866,36.520,3.646,20.866,36.520,3.646,1.551,1.178,0.894,-0.859,-6.274,105.855,1.317,1.735,1.317,19.966,36.308,3.462,0.308
831,6.673,19.416,2.179,0.688,0.000,24.579,27.412,35.780,37.362,2.663,5.060,26.023,36.620,3.766,26.023,36.620,3.766,1.664,1.241,0.878,1.263,4.167,-84.879,1.341,1.896,1.414,26.358,36.439,3.462,0.308
832,7.020,18.773,2.028,0.843,1.000,27.544,30.311,35.780,37.494,2.663,4.794,28.972,36.662,3.715,28.972,36.662,3.715,1.634,1.256,0.902,0.353,-9.244,102.033,1.301,1.812,1.393,28.532,36.439,3.462,0.308
833,3.571,11.645,1.567,0.913,1.000,34.199,36.044,35.978,37.494,2.663,4.794,35.173,36.744,3.687,35.173,36.744,3.687,1.166,1.021,0.819,17.390,60.477,-62.555,1.142,1.423,1.246,35.451,36.703,3.462,0.308
834,5.574,16.438,1.995,0.791,1.500,30.575,32.881,35.912,37.626,2.663,5.060,31.681,36.714,3.797,31.681,36.714,3.797,1.339,1.311,0.860,0.514,-12.022,99.560,1.021,1.557,1.525,31.431,36.637,3.728,0.329
835,2.043,8.274,1.267,0.834,1.000,36.242,37.428,35.978,37.428,2.663,4.794,36.789,36.672,3.671,36.789,36.672,3.671,1.142,0.764,0.647,77.079,85.203,-69.902,1.495,1.765,1.180,36.571,36.769,3.462,0.308
836,6.129,17.075,1.769,0.853,1.000,37.494,39.998,35.912,37.362,2.663,5.326,38.733,36.696,4.075,38.733,36.696,4.075,1.530,1.365,0.781,5.216,-70.737,85.924,1.121,1.959,1.748,38.021,36.703,3.728,0.373
837,4.238,13.093,1.682,0.905,1.000,22.404,24.447,35.780,37.362,2.663,4.794,23.417,36.557,3.730,23.417,36.557,3.730,1.209,1.094,0.857,-11.787,-34.959,111.549,1.104,1.411,1.278,23.195,36.769,3.462,0.308
838,1.995,8.099,1.272,0.847,1.000,32.947,34.001,36.044,37.428,2.663,4.794,33.483,36.734,3.767,33.483,36.734,3.767,1.224,0.767,0.587,-58.515,-81.518,128.132,1.597,2.084,1.305,33.408,36.901,3.462,0.308
839,0.885,5.612,1.567,0.501,1.000,47.444,49.025,36.439,38.087,2.663,3.995,48.203,36.927,3.308,48.203,36.927,3.308,0.909,0.784,0.558,-35.906,-14.502,147.651,1.159,1.630,1.407,48.037,36.571,3.196,0.176
840,0.108,1.197,0.647,0.762,1.000,48.828,50.014,37.494,37.955,2.663,2.930,49.446,37.759,2.796,49.446,37.759,2.796,0.730,0.333,0.291,-1.258,6.354E-26,90.000,2.192,2.512,1.146,49.289,37.626,2.663,0.110
841,3.780,12.979,1.780,0.739,1.000,9.225,11.795,40.723,42.436,2.663,4.261,10.602,41.512,3.417,10.602,41.512,3.417,1.380,1.000,0.765,1.154,2.767,-41.325,1.380,1.803,1.306,10.807,41.447,3.196,0.242
842,1.525,8.042,1.562,0.506,1.000,7.314,9.225,40.788,42.172,2.663,4.261,8.176,41.537,3.327,8.176,41.537,3.327,1.267,0.749,0.593,28.371,27.213,-50.603,1.692,2.137,1.263,7.710,41.118,3.462,0.242
843,0.054,0.782,0.421,0.697,1.000,45.137,45.533,43.227,43.688,2.663,3.462,45.287,43.422,3.068,45.287,43.422,3.068,0.529,0.292,0.246,-85.886,-76.919,134.918,1.809,2.152,1.190,45.203,43.292,2.930,0.110
846,2.508,10.663,1.806,0.587,0.000,36.242,38.153,43.424,45.137,2.663,5.060,37.011,44.312,3.783,37.011,44.312,3.783,1.322,0.868,0.691,-31.030,-61.595,162.124,1.522,1.913,1.257,36.703,44.413,3.462,0.286
847,3.774,13.444,1.781,0.663,1.000,44.742,47.444,46.653,48.169,2.663,4.794,46.303,47.413,3.910,46.303,47.413,3.910,1.519,0.918,0.781,6.435,34.246,-61.939,1.654,1.944,1.175,46.521,47.246,3.728,0.308
848,3.237,10.498,1.507,1.024,1.000,60.161,61.743,46.851,48.498,2.663,4.794,60.943,47.677,3.567,60.943,47.677,3.567,1.145,0.873,0.858,-67.855,-72.368,-154.090,1.312,1.334,1.017,60.886,47.312,3.462,0.308
849,0.324,2.407,0.650,0.850,1.000,24.513,25.303,49.157,49.684,2.663,3.995,24.926,49.428,3.288,24.926,49.428,3.288,0.661,0.501,0.340,-55.538,87.369,-150.984,1.319,1.940,1.471,24.908,49.355,2.930,0.176
850,0.596,4.349,0.844,0.488,1.000,31.695,33.145,49.355,49.816,2.663,4.261,32.414,49.610,3.501,32.414,49.610,3.501,0.986,0.737,0.281,3.370,48.996,-90.675,1.337,3.506,2.622,32.618,49.618,3.196,0.198
851,0.431,3.034,0.910,0.754,1.000,13.113,14.431,51.925,52.847,2.663,3.462,13.810,52.504,3.056,13.810,52.504,3.056,0.701,0.506,0.451,-6.573,15.633,-92.907,1.384,1.554,1.123,13.706,52.386,2.930,0.176
852,0.505,3.042,0.790,1.026,1.000,47.839,48.762,51.990,52.847,2.663,3.728,48.260,52.430,3.207,48.260,52.430,3.207,0.704,0.516,0.445,-80.083,-78.079,152.341,1.365,1.582,1.159,48.103,52.320,2.930,0.176
853,0.023,0.391,0.305,1.015,1.000,16.276,16.803,52.386,52.649,2.663,2.930,16.562,52.514,2.796,16.562,52.514,2.796,0.372,0.333,0.198,-12.023,1.009E-26,90.000,1.118,1.877,1.679,16.671,52.452,2.663,0.110
854,1.509,6.746,1.307,0.839,1.000,2.372,4.283,57.855,59.041,2.663,3.728,3.317,58.520,3.204,3.317,58.520,3.204,0.999,0.768,0.598,2.732,-0.059,43.616,1.300,1.669,1.284,3.097,57.987,2.930,0.176
855,8.688,25.408,3.071,0.520,1.000,8.434,11.531,59.173,61.940,2.663,5.859,10.087,60.580,3.870,10.087,60.580,3.870,1.982,1.228,1.111,-33.383,-29.111,132.498,1.614,1.783,1.105,10.873,60.030,3.995,0.373
856,3.809,15.624,2.272,0.430,1.500,6.655,8.962,59.173,60.952,2.663,6.125,7.983,59.949,4.480,7.983,59.949,4.480,1.684,0.978,0.792,1.179,70.381,-113.071,1.722,2.126,1.234,7.512,59.898,4.527,0.329
857,0.014,0.291,0.212,0.885,1.000,65.565,65.828,59.964,60.227,2.663,3.196,65.696,60.095,2.930,65.696,60.095,2.930,0.450,0.207,0.186,-45.000,-82.486,90.000,2.174,2.415,1.111,65.631,60.095,2.663,0.088
858,0.422,2.966,0.768,0.772,1.000,58.712,59.568,60.425,61.282,2.663,3.995,59.145,60.814,3.274,59.145,60.814,3.274,0.756,0.452,0.417,-67.569,-77.717,174.717,1.671,1.812,1.084,59.107,60.820,2.930,0.176
860,4.800,14.120,1.897,0.926,1.000,37.296,39.273,60.030,62.270,2.663,4.527,38.248,61.212,3.558,38.248,61.212,3.558,1.255,1.084,0.943,66.513,12.721,119.183,1.159,1.332,1.149,37.889,61.084,3.462,0.308
861,21.958,54.499,5.063,0.337,1.000,37.823,43.820,59.766,62.270,2.663,6.392,40.914,61.001,4.459,40.914,61.001,4.459,3.449,1.722,1.150,6.180,21.283,-73.592,2.003,2.998,1.496,39.668,60.623,4.261,0.439
862,0.604,3.629,0.888,0.862,1.000,65.828,66.948,60.557,61.545,2.663,3.995,66.380,61.049,3.375,66.380,61.049,3.375,0.667,0.575,0.507,-46.564,87.724,-128.199,1.160,1.314,1.133,66.355,60.952,2.930,0.176
863,8.945,24.462,2.488,0.618,1.000,45.335,48.696,59.964,62.468,2.663,5.060,46.998,61.239,3.633,46.998,61.239,3.633,1.702,1.343,1.125,10.354,-0.760,3.186,1.267,1.513,1.194,46.521,61.150,3.462,0.308
864,1.953,7.558,1.278,0.999,1.000,35.846,37.230,60.688,62.138,2.663,4.261,36.573,61.506,3.405,36.573,61.506,3.405,0.966,0.780,0.723,26.209,-76.761,105.579,1.238,1.337,1.080,36.571,61.282,3.196,0.242
865,4.730,14.412,1.734,0.845,1.000,17.791,20.295,63.588,65.103,2.663,5.060,19.059,64.346,3.922,19.059,64.346,3.922,1.376,1.209,0.782,2.662,-4.633,92.237,1.138,1.759,1.546,19.043,64.247,3.462,0.308
866,5.244,15.551,1.899,0.827,1.000,36.505,38.878,63.720,65.631,2.663,4.794,37.627,64.654,3.799,37.627,64.654,3.799,1.310,1.143,0.943,7.213,-6.261,-123.636,1.146,1.390,1.212,37.428,64.642,3.462,0.308
867,11.726,29.071,2.712,0.633,1.000,40.130,44.413,63.588,65.894,2.663,5.060,42.253,64.750,3.869,42.253,64.750,3.869,2.457,1.285,1.003,-0.196,-0.361,135.471,1.912,2.450,1.282,41.447,64.379,3.728,0.308
872,7.610,28.059,3.449,0.296,1.000,57.789,62.402,3.031,5.403,2.930,6.125,59.629,4.509,4.679,59.629,4.509,4.679,2.570,1.184,0.885,8.946,-13.619,91.967,2.170,2.905,1.338,59.239,4.283,3.995,0.308
873,7.335,29.612,3.738,0.234,0.000,53.308,57.526,2.372,5.535,2.930,5.859,55.499,4.090,4.236,55.499,4.090,4.236,2.215,1.249,1.017,-36.063,20.447,-116.822,1.774,2.178,1.228,55.022,4.151,4.261,0.329
874,2.521,9.529,1.481,0.831,1.000,25.172,26.819,3.492,5.074,2.930,4.527,25.977,4.324,3.666,25.977,4.324,3.666,0.960,0.905,0.813,-78.397,-59.472,161.065,1.060,1.180,1.113,25.765,4.349,3.462,0.242
875,3.808,15.139,2.278,0.473,1.000,52.781,54.890,2.438,5.074,2.930,5.326,53.819,3.694,4.057,53.819,3.694,4.057,1.570,1.101,0.675,-56.249,-19.950,103.771,1.426,2.326,1.631,53.638,3.492,3.995,0.286
876,2.516,10.538,1.634,0.612,0.000,26.687,28.862,3.822,5.272,2.930,4.794,27.926,4.575,3.896,27.926,4.575,3.896,1.084,1.046,0.673,27.391,45.621,-58.372,1.037,1.611,1.554,27.610,4.678,3.462,0.242
879,2.181,8.545,1.338,0.862,1.000,11.861,13.574,7.710,9.027,2.930,4.794,12.778,8.375,4.119,12.778,8.375,4.119,1.001,0.898,0.680,6.809,22.139,-85.746,1.115,1.473,1.321,13.113,8.369,3.728,0.242
880,6.166,23.306,2.626,0.340,1.000,21.020,23.722,5.930,8.896,2.930,6.125,22.400,7.554,4.662,22.400,7.554,4.662,2.251,1.388,0.702,77.238,42.880,-7.371,1.621,3.204,1.977,22.206,8.566,3.462,0.242
